 # EVENT N.           1
           2
   4.4794145133406898E-005   4.2828887076765570E-005   7.0188202991195338E-006  -1.1087742403530689E-005
   4.5013238519816000E-006   1.6480491620474285E-006   4.1800402789144148E-006   2.7039535230165926E-007
 # EVENT N.          89
           7
   8.5478762485220114E-003  -6.7281288465709391E-003   5.2319931568060966E-003  -4.0447268362650562E-004
   7.7380268328225065E-003   6.0609019787011848E-003  -4.7625173836652792E-003   4.4702863557305364E-004
   2.6084776287705798E-007  -7.3160983622036347E-008  -8.8887838912770860E-008  -2.3406831901570806E-007
   2.0939927412571067E-006   1.6426399244504302E-006  -1.2933650813245043E-006  -1.1724523636120601E-007
   8.1384698852548327E-004   6.6468440790267032E-004  -4.6725257049821657E-004  -4.7080717771545281E-005
   9.4535117143644380E-008   6.9726196425475775E-008  -6.3088710628088837E-008   9.7447676567378958E-009
   1.2199404431796023E-006   9.0325482982976294E-007  -7.7786101173516353E-007  -2.5945643895806210E-007
 # EVENT N.          90
